Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU;Valor metro quadarado bruto;Tipo Agregado
Apartamento;Flamengo;3;1;1;98;2800.0;956.0;203.0;40.39795918367347;Apartamento
Apartamento;Leme;2;1;1;90;4400.0;1050.0;190.0;62.66666666666666;Apartamento
Apartamento;Copacabana;2;4;2;185;8000.0;2600.0;690.0;61.02702702702703;Apartamento
Apartamento;Laranjeiras;3;1;1;128;3200.0;1640.0;230.0;39.609375;Apartamento
Apartamento;Jacarepaguá;3;1;1;91;2000.0;1604.0;175.0;41.527472527472526;Apartamento
Apartamento;Ipanema;3;1;1;180;5000.0;2163.0;55.0;40.1;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;2;238;5000.0;1050.0;218.0;26.33613445378151;Apartamento
Apartamento;Copacabana;2;1;0;80;3000.0;1200.0;195.0;54.9375;Apartamento
Apartamento;Barra da Tijuca;2;2;1;110;6000.0;1800.0;0.0;70.9090909090909;Apartamento
Apartamento;Recreio dos Bandeirantes;3;1;3;180;2300.0;830.0;388.0;19.544444444444444;Apartamento
Apartamento;Cosme Velho;1;0;0;36;1200.0;180.0;53.0;39.80555555555556;Apartamento
Apartamento;Barra da Tijuca;3;1;1;93;4100.0;950.0;250.0;56.98924731182796;Apartamento
Apartamento;Madureira;2;1;0;60;950.0;200.0;0.0;19.166666666666668;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;0;84;1500.0;470.0;0.0;23.452380952380956;Apartamento
Apartamento;Campinho;1;0;0;35;700.0;66.0;0.0;21.88571428571429;Apartamento
Apartamento;Jacarepaguá;2;1;0;47;1800.0;360.0;0.0;45.95744680851064;Apartamento
Apartamento;Laranjeiras;2;0;0;67;2500.0;762.0;93.0;50.07462686567164;Apartamento
Apartamento;Ipanema;1;1;0;45;3500.0;600.0;100.0;93.33333333333331;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;180;2800.0;890.0;350.0;22.444444444444443;Apartamento
Apartamento;Ipanema;3;2;1;150;6300.0;2200.0;0.0;56.66666666666666;Apartamento
Apartamento;Tijuca;2;1;0;85;2000.0;600.0;0.0;30.58823529411765;Apartamento
Apartamento;São Cristóvão;2;1;1;70;1300.0;610.0;0.0;27.285714285714285;Apartamento
Apartamento;Centro;1;0;0;33;1150.0;370.0;20.0;46.66666666666666;Apartamento
Apartamento;Recreio dos Bandeirantes;3;3;1;298;3500.0;1000.0;400.0;16.44295302013423;Apartamento
Apartamento;Recreio dos Bandeirantes;4;4;2;260;3500.0;1100.0;2700.0;28.07692307692308;Apartamento
Apartamento;Vaz Lobo;3;1;0;90;1200.0;280.0;0.0;16.444444444444443;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;180;3500.0;910.0;436.0;26.92222222222222;Apartamento
Apartamento;Barra da Tijuca;4;3;2;220;7600.0;2600.0;0.0;46.36363636363637;Apartamento
Apartamento;Pechincha;2;1;1;65;1100.0;755.0;0.0;28.53846153846154;Apartamento
Apartamento;Botafogo;2;1;1;78;4550.0;1300.0;256.0;78.28205128205128;Apartamento
Apartamento;Copacabana;3;1;0;160;5000.0;2260.0;230.0;46.8125;Apartamento
Apartamento;Ipanema;3;2;1;150;6300.0;2000.0;495.0;58.63333333333333;Apartamento
Apartamento;Lagoa;2;1;1;93;5000.0;1480.0;299.0;72.89247311827957;Apartamento
Apartamento;Zumbi;2;1;0;64;1600.0;500.0;60.0;33.75;Apartamento
Apartamento;Ipanema;2;1;1;139;6500.0;1800.0;4794.0;94.20143884892086;Apartamento
Apartamento;Tijuca;2;1;0;66;1700.0;659.0;103.0;37.30303030303031;Apartamento
Apartamento;Ipanema;3;0;1;121;7000.0;970.0;370.0;68.92561983471074;Apartamento
Apartamento;Barra da Tijuca;3;2;1;79;1500.0;1200.0;220.0;36.962025316455694;Apartamento
Apartamento;Copacabana;1;0;0;45;1600.0;530.0;30.0;48.0;Apartamento
Apartamento;Vila Isabel;1;0;0;40;1500.0;480.0;20.0;50.0;Apartamento
Apartamento;Flamengo;6;1;1;372;6900.0;2900.0;998.0;29.026881720430108;Apartamento
Apartamento;Jardim Botânico;3;2;1;96;3500.0;1210.0;415.0;53.38541666666666;Apartamento
Apartamento;Catete;2;1;1;65;2700.0;862.0;110.0;56.49230769230769;Apartamento
Apartamento;Copacabana;3;1;0;90;2200.0;1352.0;130.0;40.91111111111111;Apartamento
Apartamento;Barra da Tijuca;3;1;1;90;2500.0;1450.0;1500.0;60.55555555555556;Apartamento
Apartamento;Jacarepaguá;3;1;1;118;2500.0;1426.0;215.0;35.09322033898305;Apartamento
Apartamento;Centro;1;0;0;35;1000.0;335.0;25.0;38.85714285714285;Apartamento
Apartamento;Barra da Tijuca;2;1;1;80;2000.0;1212.0;195.0;42.5875;Apartamento
Apartamento;Barra da Tijuca;3;2;1;114;5500.0;1243.0;287.0;61.66666666666666;Apartamento
Apartamento;Barra da Tijuca;2;1;1;106;2580.0;1200.0;243.0;37.95283018867924;Apartamento
Apartamento;Barra da Tijuca;3;2;1;104;3200.0;1227.0;399.0;46.40384615384615;Apartamento
Apartamento;Tijuca;3;0;0;130;2760.0;250.0;23.0;23.33076923076923;Apartamento
Apartamento;Copacabana;3;0;0;108;2500.0;1815.0;268.0;42.43518518518518;Apartamento
Apartamento;Leme;1;0;0;45;1800.0;400.0;75.0;50.55555555555556;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;97;1700.0;1100.0;130.0;30.20618556701031;Apartamento
Apartamento;Barra da Tijuca;2;1;1;84;2500.0;1417.0;180.0;48.773809523809526;Apartamento
Apartamento;Centro;1;0;0;46;1500.0;280.0;47.0;39.71739130434783;Apartamento
Apartamento;Copacabana;3;1;2;190;5500.0;2500.0;495.0;44.71052631578947;Apartamento
Apartamento;Tanque;2;0;0;57;850.0;643.0;0.0;26.19298245614035;Apartamento
Apartamento;Ipanema;3;1;1;140;9000.0;1600.0;860.0;81.85714285714286;Apartamento
Apartamento;Pavuna;2;0;0;50;530.0;300.0;0.0;16.6;Apartamento
Apartamento;Centro;1;0;0;57;1400.0;450.0;220.0;36.31578947368421;Apartamento
Apartamento;Copacabana;3;1;1;135;4000.0;1100.0;0.0;37.77777777777778;Apartamento
Apartamento;Água Santa;3;0;0;55;1000.0;715.0;0.0;31.181818181818183;Apartamento
Apartamento;Tijuca;2;1;1;80;2400.0;700.0;0.0;38.75;Apartamento
Apartamento;Copacabana;3;0;0;85;3000.0;1639.0;128.0;56.08235294117648;Apartamento
Apartamento;Copacabana;1;0;0;35;1130.0;500.0;0.0;46.57142857142857;Apartamento
Apartamento;Tijuca;2;1;1;73;2200.0;650.0;1400.0;58.21917808219178;Apartamento
Apartamento;Maracanã;2;0;0;70;1800.0;531.0;66.0;34.24285714285714;Apartamento
Apartamento;São Cristóvão;2;1;1;69;1900.0;550.0;150.0;37.68115942028985;Apartamento
Apartamento;Olaria;3;1;1;80;1000.0;678.0;30.0;21.35;Apartamento
Apartamento;Laranjeiras;1;0;0;42;1500.0;475.0;55.0;48.333333333333336;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;2;116;2900.0;500.0;250.0;31.46551724137931;Apartamento
Apartamento;Botafogo;2;1;0;81;2800.0;750.0;830.0;54.07407407407408;Apartamento
Apartamento;São Conrado;5;2;1;210;5500.0;2200.0;700.0;40.0;Apartamento
Apartamento;Pechincha;2;1;1;83;1450.0;300.0;1028.0;33.46987951807229;Apartamento
Apartamento;Copacabana;4;1;0;155;5000.0;1500.0;228.0;43.406451612903226;Apartamento
Apartamento;Recreio dos Bandeirantes;3;1;2;93;2000.0;550.0;0.0;27.41935483870968;Apartamento
Apartamento;Copacabana;2;0;0;75;3000.0;660.0;0.0;48.8;Apartamento
Apartamento;Barra da Tijuca;2;2;1;100;3000.0;1620.0;320.0;49.4;Apartamento
Apartamento;Copacabana;3;1;1;160;4500.0;1400.0;200.0;38.125;Apartamento
Apartamento;Tijuca;3;1;1;120;3500.0;700.0;0.0;35.0;Apartamento
Apartamento;Humaitá;3;2;2;110;4500.0;999.0;252.0;52.28181818181818;Apartamento
Apartamento;Barra da Tijuca;1;1;1;70;2800.0;850.0;210.0;55.142857142857146;Apartamento
Apartamento;Irajá;2;1;1;85;1500.0;295.0;0.0;21.11764705882353;Apartamento
Apartamento;Flamengo;2;1;0;65;2200.0;960.0;85.0;49.92307692307692;Apartamento
Apartamento;Recreio dos Bandeirantes;2;2;1;100;1600.0;1034.0;0.0;26.34;Apartamento
Apartamento;Barra da Tijuca;2;1;1;94;2050.0;1523.0;0.0;38.01063829787234;Apartamento
Apartamento;Penha;1;1;0;60;850.0;314.0;0.0;19.4;Apartamento
Apartamento;Tijuca;2;0;1;70;2500.0;450.0;48.0;42.82857142857143;Apartamento
Apartamento;Flamengo;3;0;0;97;3500.0;970.0;158.0;47.71134020618557;Apartamento
Apartamento;Engenho Novo;3;1;0;98;1100.0;800.0;100.0;20.40816326530612;Apartamento
Apartamento;Honório Gurgel;2;0;0;50;700.0;220.0;0.0;18.4;Apartamento
Apartamento;Tijuca;2;0;1;70;1800.0;350.0;95.0;32.07142857142857;Apartamento
Apartamento;Tijuca;2;0;0;75;1300.0;890.0;0.0;29.2;Apartamento
Apartamento;Tijuca;3;0;0;110;2100.0;820.0;110.0;27.545454545454547;Apartamento
Apartamento;Freguesia (Jacarepaguá);4;2;2;167;3000.0;1075.0;331.0;26.38323353293413;Apartamento
Apartamento;Barra da Tijuca;3;1;1;107;3400.0;1180.0;270.0;45.32710280373832;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;72;1500.0;761.0;90.0;32.65277777777778;Apartamento
Apartamento;Vila da Penha;3;1;1;90;1700.0;780.0;0.0;27.55555555555556;Apartamento
Apartamento;Barra da Tijuca;4;3;2;245;7000.0;3500.0;700.0;45.71428571428572;Apartamento
Apartamento;São Conrado;3;3;1;360;8000.0;9500.0;176.0;49.1;Apartamento
Apartamento;Tijuca;2;1;1;85;2200.0;907.0;138.0;38.1764705882353;Apartamento
Apartamento;Humaitá;3;0;1;100;3400.0;710.0;154.0;42.64;Apartamento
Apartamento;Tijuca;2;1;0;73;2200.0;700.0;0.0;39.72602739726028;Apartamento
Apartamento;Barra da Tijuca;3;2;1;150;6500.0;1250.0;485.0;54.9;Apartamento
Apartamento;Arpoador;2;1;1;85;4200.0;1160.0;151.0;64.83529411764705;Apartamento
Apartamento;Tijuca;3;2;1;110;2700.0;975.0;171.0;34.96363636363636;Apartamento
Apartamento;Ipanema;3;1;0;120;4600.0;1350.0;278.0;51.9;Apartamento
Apartamento;Jacarepaguá;2;1;1;65;2500.0;665.0;50.0;49.46153846153846;Apartamento
Apartamento;Ipanema;3;1;1;120;6500.0;1900.0;600.0;75.0;Apartamento
Apartamento;Tijuca;2;1;0;78;1480.0;500.0;650.0;33.717948717948715;Apartamento
Apartamento;Tijuca;3;1;1;90;2100.0;850.0;125.0;34.166666666666664;Apartamento
Apartamento;Leme;2;0;0;75;3300.0;850.0;122.0;56.96;Apartamento
Apartamento;Recreio dos Bandeirantes;2;3;2;127;1600.0;984.0;253.0;22.33858267716536;Apartamento
Apartamento;Vila Isabel;2;1;0;55;2000.0;600.0;60.0;48.36363636363637;Apartamento
Apartamento;Barra da Tijuca;3;1;1;97;3500.0;1350.0;160.0;51.64948453608248;Apartamento
Apartamento;Barra da Tijuca;2;2;1;106;4000.0;1600.0;600.0;58.490566037735846;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;2;88;3000.0;1384.0;0.0;49.81818181818182;Apartamento
Apartamento;Ipanema;3;1;1;160;8000.0;1600.0;480.0;63.0;Apartamento
Apartamento;Maracanã;3;1;1;81;1750.0;597.0;89.0;30.074074074074076;Apartamento
Apartamento;Méier;2;1;0;70;1300.0;498.0;38.0;26.228571428571428;Apartamento
Apartamento;Leblon;3;1;1;150;5000.0;1000.0;450.0;43.0;Apartamento
Apartamento;Ipanema;2;0;0;70;3500.0;915.0;200.0;65.92857142857143;Apartamento
Apartamento;Copacabana;3;1;1;140;3700.0;1159.0;236.0;36.392857142857146;Apartamento
Apartamento;Leblon;3;2;1;130;7200.0;2128.0;675.0;76.94615384615385;Apartamento
Apartamento;Pechincha;2;1;1;60;1100.0;480.0;180.0;29.33333333333333;Apartamento
Apartamento;Vista Alegre;3;1;0;71;1200.0;140.0;0.0;18.87323943661972;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;2;135;2500.0;580.0;256.0;24.711111111111112;Apartamento
Apartamento;Ipanema;1;0;0;33;1600.0;564.0;71.0;67.72727272727273;Apartamento
Apartamento;Tijuca;3;1;1;93;2300.0;1089.0;122.0;37.75268817204301;Apartamento
Apartamento;Botafogo;2;1;1;90;3500.0;1394.0;258.0;57.24444444444445;Apartamento
Apartamento;Copacabana;4;1;2;300;7500.0;2200.0;862.0;35.20666666666666;Apartamento
Apartamento;Barra da Tijuca;3;2;1;110;8000.0;2700.0;600.0;102.72727272727272;Apartamento
Apartamento;São Francisco Xavier;1;0;0;51;700.0;505.0;0.0;23.62745098039216;Apartamento
Apartamento;Barra da Tijuca;4;4;4;225;8000.0;4400.0;990.0;59.51111111111111;Apartamento
Apartamento;Península;2;1;1;75;2900.0;1300.0;150.0;58.0;Apartamento
Apartamento;Campo Grande;2;0;0;53;700.0;300.0;30.0;19.433962264150946;Apartamento
Apartamento;Lagoa;2;2;1;83;2300.0;1450.0;0.0;45.18072289156626;Apartamento
Apartamento;Vila Isabel;3;2;0;142;2500.0;1428.0;0.0;27.66197183098592;Apartamento
Apartamento;Flamengo;2;0;1;98;2600.0;532.0;270.0;34.714285714285715;Apartamento
Apartamento;Tijuca;2;0;0;96;1800.0;700.0;97.0;27.05208333333333;Apartamento
Apartamento;Irajá;3;2;1;98;1900.0;400.0;0.0;23.46938775510204;Apartamento
Apartamento;Cachambi;2;1;0;58;1100.0;350.0;0.0;25.0;Apartamento
Apartamento;Copacabana;2;0;0;70;1900.0;700.0;151.0;39.3;Apartamento
Apartamento;Botafogo;2;0;0;90;2000.0;510.0;90.0;28.88888888888889;Apartamento
Apartamento;Barra da Tijuca;3;2;3;120;4000.0;1450.0;0.0;45.41666666666666;Apartamento
Apartamento;Cachambi;2;0;0;54;850.0;360.0;0.0;22.40740740740741;Apartamento
Apartamento;Barra da Tijuca;3;2;1;117;4500.0;990.0;624.0;52.256410256410255;Apartamento
Apartamento;Laranjeiras;3;1;1;155;3300.0;1325.0;0.0;29.83870967741936;Apartamento
Apartamento;Jacarepaguá;2;1;1;82;2300.0;800.0;153.0;39.670731707317074;Apartamento
Apartamento;Copacabana;3;1;0;130;4500.0;1100.0;190.0;44.53846153846154;Apartamento
Apartamento;Barra da Tijuca;4;0;1;155;5500.0;3000.0;0.0;54.83870967741935;Apartamento
Apartamento;Laranjeiras;4;2;2;150;7000.0;1965.0;455.0;62.8;Apartamento
Apartamento;Ipanema;3;0;1;100;5000.0;1100.0;245.0;63.45;Apartamento
Apartamento;Itanhangá;2;0;0;53;1100.0;745.0;0.0;34.81132075471698;Apartamento
Apartamento;Botafogo;3;0;1;86;3500.0;750.0;0.0;49.41860465116279;Apartamento
Apartamento;Botafogo;3;1;1;105;3600.0;900.0;180.0;44.57142857142857;Apartamento
Apartamento;Ipanema;2;1;1;75;5300.0;895.0;208.0;85.37333333333333;Apartamento
Apartamento;Barra da Tijuca;3;2;2;170;4500.0;2048.0;0.0;38.51764705882353;Apartamento
Apartamento;Barra da Tijuca;2;1;1;90;2300.0;1078.0;230.0;40.08888888888889;Apartamento
Apartamento;Gávea;1;0;0;43;2200.0;399.0;51.0;61.627906976744185;Apartamento
Apartamento;Barra da Tijuca;2;1;1;103;3000.0;1750.0;197.0;48.02912621359224;Apartamento
Apartamento;Ipanema;2;0;0;80;5000.0;1050.0;280.0;79.125;Apartamento
Apartamento;Barra da Tijuca;2;1;2;100;3000.0;2900.0;500.0;64.0;Apartamento
Apartamento;Copacabana;1;0;1;40;2000.0;510.0;0.0;62.75;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;1;1;75;1550.0;700.0;48.0;30.64;Apartamento
Apartamento;Copacabana;2;0;0;107;2700.0;600.0;141.0;32.1588785046729;Apartamento
Apartamento;Tijuca;3;1;0;100;2000.0;550.0;120.0;26.7;Apartamento
Apartamento;Flamengo;1;0;0;44;1600.0;610.0;0.0;50.22727272727273;Apartamento
Apartamento;Recreio dos Bandeirantes;1;1;1;50;1500.0;1035.0;221.0;55.12;Apartamento
Apartamento;Recreio dos Bandeirantes;4;2;2;146;2900.0;1950.0;254.0;34.95890410958904;Apartamento
Apartamento;Leblon;4;2;4;200;9500.0;2700.0;944.0;65.72;Apartamento
Apartamento;Tijuca;3;0;1;100;3000.0;200.0;78.0;32.78;Apartamento
Apartamento;Freguesia (Jacarepaguá);1;1;0;45;1200.0;340.0;16.0;34.577777777777776;Apartamento
Apartamento;Tijuca;2;1;0;88;2000.0;485.0;99.0;29.363636363636363;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;70;2200.0;676.0;131.0;42.957142857142856;Apartamento
Apartamento;Santa Teresa;2;0;0;66;1600.0;300.0;52.0;29.57575757575757;Apartamento
Apartamento;Copacabana;3;0;0;107;3200.0;600.0;150.0;36.91588785046729;Apartamento
Apartamento;Barra da Tijuca;4;2;3;166;6500.0;1893.0;0.0;50.56024096385542;Apartamento
Apartamento;Flamengo;2;0;0;71;2400.0;577.0;0.0;41.929577464788736;Apartamento
Apartamento;Tijuca;1;1;0;60;900.0;556.0;24.0;24.666666666666668;Apartamento
Apartamento;Flamengo;4;1;1;290;9500.0;1800.0;0.0;38.96551724137931;Apartamento
Apartamento;Barra da Tijuca;2;2;1;87;3100.0;1550.0;543.0;59.689655172413794;Apartamento
Apartamento;Anil;2;1;0;50;1700.0;470.0;30.0;44.0;Apartamento
Apartamento;Leblon;4;2;1;180;6000.0;1900.0;0.0;43.888888888888886;Apartamento
Apartamento;Copacabana;2;1;0;70;3500.0;920.0;100.0;64.57142857142857;Apartamento
Apartamento;Tijuca;2;0;0;60;1800.0;604.0;0.0;40.06666666666667;Apartamento
Apartamento;Laranjeiras;2;1;1;120;3850.0;1000.0;0.0;40.41666666666666;Apartamento
Apartamento;Lagoa;3;1;0;115;4500.0;1057.0;297.0;50.90434782608696;Apartamento
Apartamento;Engenho de Dentro;2;0;0;51;900.0;515.0;114.0;29.980392156862745;Apartamento
Apartamento;Leblon;2;2;2;132;6000.0;1400.0;0.0;56.06060606060606;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;1;1;76;2200.0;817.0;92.0;40.9078947368421;Apartamento
Apartamento;Copacabana;1;0;0;30;1400.0;450.0;23.0;62.43333333333333;Apartamento
Apartamento;Copacabana;1;0;0;50;2200.0;750.0;0.0;59.0;Apartamento
Apartamento;Leblon;3;1;0;140;5000.0;1800.0;0.0;48.57142857142857;Apartamento
Apartamento;Santíssimo;2;1;0;40;700.0;250.0;0.0;23.75;Apartamento
Apartamento;Botafogo;2;1;1;75;2800.0;987.0;0.0;50.49333333333333;Apartamento
Apartamento;Tijuca;1;0;0;50;1200.0;330.0;0.0;30.6;Apartamento
Apartamento;Barra da Tijuca;2;1;1;70;2200.0;1500.0;0.0;52.85714285714285;Apartamento
Apartamento;Copacabana;3;1;1;90;3500.0;773.0;136.0;48.98888888888889;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;0;0;46;1000.0;290.0;13.0;28.32608695652174;Apartamento
Apartamento;Leblon;4;2;2;250;9200.0;3000.0;0.0;48.8;Apartamento
Apartamento;Leblon;3;2;2;115;7000.0;1899.0;0.0;77.38260869565218;Apartamento
Apartamento;Maracanã;1;1;0;63;1200.0;590.0;50.0;29.20634920634921;Apartamento
Apartamento;Barra da Tijuca;1;1;1;61;1700.0;2154.0;271.0;67.62295081967213;Apartamento
Apartamento;Recreio dos Bandeirantes;4;3;4;277;5000.0;1200.0;0.0;22.382671480144403;Apartamento
Apartamento;São Conrado;2;0;1;85;2900.0;1135.0;222.0;50.08235294117648;Apartamento
Apartamento;Leblon;3;1;0;100;7000.0;1697.0;246.0;89.43;Apartamento
Apartamento;Vila da Penha;2;0;0;54;700.0;435.0;0.0;21.01851851851852;Apartamento
Apartamento;Barra da Tijuca;3;2;1;110;4000.0;1200.0;200.0;49.09090909090909;Apartamento
Apartamento;Tijuca;2;0;0;70;2100.0;700.0;0.0;40.0;Apartamento
Apartamento;Recreio dos Bandeirantes;2;2;2;75;2050.0;790.0;150.0;39.86666666666667;Apartamento
Apartamento;Ipanema;3;2;1;150;6500.0;1700.0;580.0;58.53333333333333;Apartamento
Apartamento;Barra da Tijuca;3;2;1;138;4500.0;1300.0;350.0;44.56521739130435;Apartamento
Apartamento;Vargem Pequena;2;1;1;60;1300.0;360.0;40.0;28.33333333333333;Apartamento
Apartamento;Recreio dos Bandeirantes;2;2;0;105;3500.0;1000.0;0.0;42.85714285714285;Apartamento
Apartamento;Copacabana;4;3;2;200;8000.0;2700.0;600.0;56.5;Apartamento
Apartamento;Botafogo;3;2;1;105;4000.0;1104.0;0.0;48.60952380952381;Apartamento
Apartamento;Copacabana;3;1;0;200;7000.0;1700.0;520.0;46.1;Apartamento
Apartamento;Engenho Novo;2;1;1;176;880.0;900.0;153.0;10.982954545454543;Apartamento
Apartamento;Ipanema;3;1;0;87;4445.0;660.0;95.0;59.770114942528735;Apartamento
Apartamento;Barra da Tijuca;3;2;1;132;3200.0;2604.0;464.0;47.48484848484848;Apartamento
Apartamento;Recreio dos Bandeirantes;3;1;1;110;1800.0;750.0;150.0;24.545454545454547;Apartamento
Apartamento;Barra da Tijuca;1;2;0;55;1700.0;1780.0;0.0;63.27272727272727;Apartamento
Apartamento;Cachambi;1;0;0;40;800.0;130.0;14.0;23.6;Apartamento
Apartamento;Ipanema;2;2;2;90;5500.0;1800.0;300.0;84.44444444444444;Apartamento
Apartamento;Barra da Tijuca;4;2;1;140;3000.0;1402.0;0.0;31.442857142857143;Apartamento
Apartamento;Botafogo;2;1;1;75;3800.0;875.0;197.0;64.96;Apartamento
Apartamento;Barra da Tijuca;4;2;2;146;4900.0;1800.0;3500.0;69.86301369863014;Apartamento
Apartamento;Copacabana;3;1;1;110;4500.0;500.0;0.0;45.45454545454545;Apartamento
Apartamento;Barra da Tijuca;4;3;2;290;2500.0;3650.0;771.0;23.86551724137931;Apartamento
Apartamento;Ipanema;3;1;1;263;7500.0;3150.0;697.0;43.14448669201521;Apartamento
Apartamento;Península;2;2;1;72;3500.0;1400.0;150.0;70.13888888888889;Apartamento
Apartamento;Barra da Tijuca;3;2;1;201;4200.0;3563.0;0.0;38.62189054726368;Apartamento
Apartamento;Copacabana;4;1;1;270;8500.0;2477.0;7504.0;68.44814814814815;Apartamento
Apartamento;Ipanema;3;1;1;140;6500.0;1500.0;0.0;57.142857142857146;Apartamento
Apartamento;Copacabana;1;0;0;50;1500.0;340.0;76.0;38.32;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;89;1900.0;842.0;160.0;32.60674157303371;Apartamento
Apartamento;Méier;1;0;0;50;1200.0;280.0;20.0;30.0;Apartamento
Apartamento;Maracanã;2;1;0;81;2200.0;700.0;82.0;36.81481481481482;Apartamento
Apartamento;Barra da Tijuca;4;2;3;160;5000.0;2100.0;3100.0;63.75;Apartamento
Apartamento;Ipanema;3;2;1;120;7000.0;2008.0;423.0;78.59166666666667;Apartamento
Apartamento;Leblon;3;2;1;155;7500.0;1600.0;4000.0;84.51612903225806;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;2;145;2500.0;920.0;0.0;23.58620689655172;Apartamento
Apartamento;Flamengo;2;2;1;100;3500.0;760.0;172.0;44.32;Apartamento
Apartamento;Pechincha;2;1;0;59;1000.0;400.0;350.0;29.661016949152543;Apartamento
Apartamento;Flamengo;4;1;1;290;9200.0;1800.0;700.0;40.3448275862069;Apartamento
Apartamento;Barra da Tijuca;3;2;1;200;5500.0;1855.0;230.0;37.925;Apartamento
Apartamento;Botafogo;4;2;1;120;4700.0;1726.0;441.0;57.225;Apartamento
Apartamento;Barra da Tijuca;0;0;0;30;1600.0;988.0;193.0;92.7;Apartamento
Apartamento;Andaraí;2;1;0;71;1000.0;360.0;25.0;19.507042253521128;Apartamento
Apartamento;Leblon;2;1;1;100;3500.0;1930.0;400.0;58.3;Apartamento
Apartamento;Flamengo;2;1;1;94;2600.0;1823.0;0.0;47.0531914893617;Apartamento
Apartamento;Copacabana;1;0;0;44;1480.0;470.0;25.0;44.88636363636363;Apartamento
Apartamento;Penha Circular;2;0;1;78;1300.0;450.0;0.0;22.435897435897434;Apartamento
Apartamento;Freguesia (Jacarepaguá);3;2;1;95;2000.0;700.0;110.0;29.57894736842105;Apartamento
Apartamento;Leblon;3;2;1;110;6000.0;1650.0;300.0;72.27272727272727;Apartamento
Apartamento;Barra da Tijuca;2;1;1;65;6870.0;3014.0;390.0;158.06153846153848;Apartamento
Apartamento;Botafogo;3;1;1;108;5100.0;1450.0;276.0;63.2037037037037;Apartamento
Apartamento;Leblon;2;2;2;150;4500.0;2100.0;0.0;44.0;Apartamento
Apartamento;Barra da Tijuca;4;3;2;156;6500.0;3000.0;1000.0;67.3076923076923;Apartamento
Apartamento;Botafogo;1;0;0;43;2400.0;1076.0;260.0;86.88372093023256;Apartamento
Apartamento;Barra da Tijuca;4;3;2;240;6500.0;3000.0;603.0;42.09583333333333;Apartamento
Apartamento;Leblon;2;1;1;110;5000.0;2535.0;385.0;72.0;Apartamento
Apartamento;Ipanema;2;1;1;80;3500.0;1100.0;345.0;61.8125;Apartamento
Apartamento;Engenho Novo;2;0;0;50;900.0;250.0;0.0;23.0;Apartamento
Apartamento;Leblon;3;1;1;150;7000.0;2500.0;380.0;65.86666666666666;Apartamento
Apartamento;Copacabana;2;0;0;90;2600.0;757.0;207.0;39.6;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;68;2000.0;593.0;75.0;39.23529411764706;Apartamento
Apartamento;Todos os Santos;2;0;0;70;1200.0;300.0;0.0;21.428571428571427;Apartamento
Apartamento;Campo Grande;2;1;0;50;750.0;230.0;0.0;19.6;Apartamento
Apartamento;Botafogo;2;1;1;70;2800.0;705.0;1168.0;66.75714285714285;Apartamento
Apartamento;Cosme Velho;2;1;1;86;2600.0;715.0;0.0;38.54651162790697;Apartamento
Apartamento;Tijuca;2;0;0;52;1400.0;740.0;202.0;45.03846153846154;Apartamento
Apartamento;Barra da Tijuca;2;1;1;88;2300.0;950.0;256.0;39.84090909090909;Apartamento
Apartamento;Urca;2;0;1;95;3900.0;300.0;95.0;45.21052631578947;Apartamento
Apartamento;Lagoa;4;2;1;181;5800.0;3091.0;783.0;53.447513812154696;Apartamento
Apartamento;Campo Grande;2;0;0;75;1000.0;270.0;0.0;16.933333333333334;Apartamento
Apartamento;Leme;1;0;1;60;2300.0;600.0;51.0;49.18333333333333;Apartamento
Apartamento;Lagoa;2;1;1;81;4350.0;689.0;237.0;65.1358024691358;Apartamento
Apartamento;Vila Valqueire;2;0;0;70;850.0;100.0;42.0;14.17142857142857;Apartamento
Apartamento;Copacabana;1;0;0;50;1800.0;600.0;30.0;48.6;Apartamento
Apartamento;Centro;2;0;0;90;2100.0;570.0;40.0;30.11111111111111;Apartamento
Apartamento;Tijuca;3;2;1;84;2350.0;950.0;890.0;49.88095238095238;Apartamento
Apartamento;Barra da Tijuca;3;4;3;170;5500.0;1317.0;590.0;43.57058823529412;Apartamento
Apartamento;Recreio dos Bandeirantes;2;2;2;92;3000.0;1300.0;127.0;48.119565217391305;Apartamento
Apartamento;Praça Seca;1;0;0;60;750.0;30.0;0.0;13.0;Apartamento
Apartamento;Leblon;1;1;0;82;1900.0;1700.0;348.0;48.14634146341464;Apartamento
