Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU;Valor metro quadarado bruto;Tipo Agregado
Apartamento;Copacabana;3;2;1;200;6000.0;1100.0;200.0;36.5;Apartamento
Apartamento;Maracanã;2;1;1;91;2400.0;800.0;0.0;35.16483516483517;Apartamento
Loja/Salão;Centro;0;0;0;35;4000.0;800.0;269.0;144.82857142857142;Apartamento
Apartamento;São Conrado;2;1;1;80;3000.0;1100.0;0.0;51.25;Apartamento
Apartamento;Botafogo;3;1;0;115;4400.0;968.0;188.0;48.31304347826087;Apartamento
Apartamento;Jacarepaguá;2;1;1;63;1200.0;430.0;69.0;26.96825396825397;Apartamento
Apartamento;São Conrado;3;2;1;130;6000.0;2172.0;450.0;66.32307692307693;Apartamento
Apartamento;Barra da Tijuca;4;4;4;260;11000.0;2300.0;899.0;54.61153846153846;Apartamento
Apartamento;Recreio dos Bandeirantes;2;2;1;92;3300.0;1409.0;0.0;51.18478260869565;Apartamento
Conjunto Comercial/Sala;Ipanema;0;3;0;360;97200.0;6000.0;0.0;286.6666666666667;Apartamento
Conjunto Comercial/Sala;Méier;0;0;0;22;1000.0;690.0;0.0;76.81818181818181;Apartamento
Apartamento;Vargem Pequena;3;1;0;80;890.0;400.0;13.0;16.2875;Apartamento
Casa Comercial;Botafogo;0;0;0;261;20000.0;0.0;0.0;76.62835249042146;Apartamento
Apartamento;Recreio dos Bandeirantes;2;3;1;120;2000.0;650.0;240.0;24.083333333333332;Apartamento
Apartamento;Botafogo;3;1;1;102;5600.0;1310.0;0.0;67.74509803921569;Apartamento
Casa de Condomínio;Barra da Tijuca;4;9;4;943;29000.0;3000.0;2678.0;36.774125132555675;Casa
Loja/Salão;Barra da Tijuca;0;1;0;80;4000.0;2050.0;541.0;82.3875;Apartamento
Loja/Salão;Barra da Tijuca;0;1;0;84;1600.0;2500.0;600.0;55.95238095238095;Apartamento
Casa de Condomínio;Barra da Tijuca;4;5;3;650;14990.0;1750.0;850.0;27.06153846153846;Casa
Conjunto Comercial/Sala;Centro;0;0;0;41;400.0;802.0;80.0;31.26829268292683;Apartamento
Apartamento;Copacabana;3;2;1;140;4500.0;1470.0;0.0;42.642857142857146;Apartamento
Loja/Salão;Tijuca;0;2;0;180;13500.0;600.0;1200.0;85.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;219;23000.0;5939.0;1303.0;138.09132420091325;Apartamento
Apartamento;Lagoa;2;0;0;70;1800.0;782.0;0.0;36.885714285714286;Apartamento
Galpão/Depósito/Armazém;Caju;0;5;0;3700;20000.0;0.0;1600.0;5.837837837837838;Apartamento
Apartamento;Recreio dos Bandeirantes;3;1;2;87;1150.0;1008.0;0.0;24.804597701149426;Apartamento
Apartamento;Flamengo;1;0;1;41;1700.0;300.0;0.0;48.78048780487805;Apartamento
Apartamento;Tijuca;3;2;1;110;2800.0;1100.0;0.0;35.45454545454545;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;10;0;690;48000.0;15200.0;0.0;91.59420289855072;Apartamento
Apartamento;Barra da Tijuca;4;3;4;230;15000.0;2924.0;4800.0;98.8;Apartamento
Casa Comercial;Vila Isabel;0;2;0;213;4950.0;0.0;194.0;24.150234741784036;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;12;0;427;8909.0;14500.0;0.0;54.822014051522245;Apartamento
Apartamento;Barra da Tijuca;2;1;1;70;1500.0;604.0;59.0;30.9;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;87;4000.0;2200.0;0.0;71.26436781609195;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;91;1500.0;925.0;136.0;28.142857142857142;Apartamento
Apartamento;Barra da Tijuca;3;2;3;210;4500.0;1620.0;542.0;31.723809523809525;Apartamento
Loja Shopping/ Ct Comercial;Ricardo de Albuquerque;1;0;0;24;450.0;0.0;0.0;18.75;Apartamento
Apartamento;Ipanema;4;5;3;370;30000.0;7000.0;2500.0;106.75675675675676;Apartamento
Conjunto Comercial/Sala;Freguesia (Jacarepaguá);0;1;0;96;4800.0;500.0;0.0;55.208333333333336;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;25;900.0;420.0;102.0;56.88;Apartamento
Apartamento;Botafogo;2;1;2;83;4520.0;1140.0;198.0;70.57831325301204;Apartamento
Apartamento;Copacabana;2;0;1;90;4000.0;700.0;90.0;53.22222222222222;Apartamento
Apartamento;Jacarepaguá;2;1;0;64;2100.0;650.0;416.0;49.46875;Apartamento
Casa de Condomínio;Barra da Tijuca;4;3;1;800;7009.0;0.0;0.0;8.76125;Casa
Conjunto Comercial/Sala;Barra da Tijuca;0;13;0;574;65000.0;132195.0;34486.0;403.6254355400697;Apartamento
Apartamento;Copacabana;2;1;1;80;3200.0;1033.0;230.0;55.7875;Apartamento
Casa Comercial;Leblon;0;0;0;50;40000.0;1000.0;1000.0;840.0;Apartamento
Apartamento;Leme;3;0;1;130;3200.0;1000.0;240.0;34.15384615384615;Apartamento
Apartamento;Barra da Tijuca;2;1;1;90;2500.0;1034.0;207.0;41.56666666666667;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;33;2500.0;750.0;100.0;101.51515151515152;Apartamento
Apartamento;Humaitá;2;1;0;90;3000.0;820.0;160.0;44.22222222222222;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;240;11000.0;4610.0;1377.0;70.77916666666667;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;33;700.0;923.0;146.0;53.60606060606061;Apartamento
Conjunto Comercial/Sala;Botafogo;0;3;0;134;10000.0;5115.0;0.0;112.79850746268657;Apartamento
Apartamento;Arpoador;3;1;1;190;16000.0;2800.0;0.0;98.94736842105263;Apartamento
Apartamento;São Cristóvão;2;0;0;61;1100.0;230.0;0.0;21.80327868852459;Apartamento
Apartamento;Leme;1;0;1;40;2600.0;386.0;72.0;76.45;Apartamento
Apartamento;Leblon;3;2;1;140;7500.0;2600.0;558.0;76.12857142857143;Apartamento
Apartamento;Flamengo;4;1;1;240;6000.0;2200.0;710.0;37.125;Apartamento
Conjunto Comercial/Sala;Centro;0;5;0;350;14000.0;3667.0;1826.0;55.69428571428571;Apartamento
Apartamento;Copacabana;3;1;1;151;3500.0;1350.0;387.0;34.682119205298015;Apartamento
Loja/Salão;Ipanema;0;30;0;1400;230000.0;0.0;0.0;164.28571428571428;Apartamento
Apartamento;Flamengo;2;1;1;90;2450.0;1660.0;228.0;48.2;Apartamento
Apartamento;Barra da Tijuca;2;1;0;55;1400.0;500.0;38.0;35.236363636363635;Apartamento
Apartamento;Barra da Tijuca;2;1;1;90;1400.0;1240.0;1600.0;47.111111111111114;Apartamento
Apartamento;Laranjeiras;3;1;0;106;3700.0;1326.0;0.0;47.41509433962264;Apartamento
Apartamento;Barra da Tijuca;4;3;2;175;11000.0;3240.0;980.0;86.97142857142858;Apartamento
Apartamento;Vila Isabel;3;0;0;95;1600.0;360.0;84.0;21.51578947368421;Apartamento
Apartamento;Barra da Tijuca;4;3;2;278;10000.0;1490.0;0.0;41.330935251798564;Apartamento
Conjunto Comercial/Sala;Lagoa;0;0;0;47;3700.0;745.0;0.0;94.57446808510639;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;7;0;350;20000.0;8253.0;23352.0;147.44285714285715;Apartamento
Conjunto Comercial/Sala;Leblon;0;5;0;167;25000.0;4500.0;1089.0;183.1676646706587;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;100;3000.0;455.0;89.0;35.44;Apartamento
Casa;Itanhangá;10;0;6;800;8500.0;0.0;0.0;10.625;Casa
Apartamento;Botafogo;2;0;0;85;2400.0;744.0;152.0;38.77647058823529;Apartamento
Apartamento;Irajá;2;1;0;69;1100.0;370.0;0.0;21.304347826086957;Apartamento
Apartamento;Botafogo;2;1;1;92;2200.0;1430.0;236.0;42.02173913043478;Apartamento
Apartamento;Copacabana;3;1;0;100;2000.0;1474.0;202.0;36.76;Apartamento
Apartamento;Flamengo;1;0;0;45;1800.0;371.0;70.0;49.8;Apartamento
Conjunto Comercial/Sala;Copacabana;0;0;0;30;1000.0;405.0;128.0;51.1;Apartamento
Apartamento;Barra da Tijuca;1;1;0;67;1600.0;951.0;176.0;40.701492537313435;Apartamento
Apartamento;Barra da Tijuca;3;2;1;150;2300.0;1300.0;0.0;24.0;Apartamento
Apartamento;Pedra de Guaratiba;2;1;0;70;800.0;35.0;0.0;11.928571428571429;Apartamento
Galpão/Depósito/Armazém;Campo Grande;0;0;0;155;1600.0;0.0;0.0;10.32258064516129;Apartamento
Apartamento;Leblon;5;4;3;350;9000.0;2100.0;817.0;34.04857142857143;Apartamento
Apartamento;Todos os Santos;2;1;0;76;1300.0;683.0;80.0;27.144736842105264;Apartamento
Casa de Condomínio;Recreio dos Bandeirantes;4;2;2;190;4500.0;880.0;550.0;31.210526315789473;Casa
Apartamento;Botafogo;1;0;0;24;1500.0;470.0;24.0;83.08333333333333;Apartamento
Apartamento;Lins de Vasconcelos;1;1;0;42;1050.0;504.0;16.0;37.38095238095238;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;3;0;108;4900.0;3900.0;0.0;81.48148148148148;Apartamento
Apartamento;Jardim Botânico;3;2;3;250;8000.0;2350.0;850.0;44.8;Apartamento
Conjunto Comercial/Sala;Centro;0;2;0;460;40000.0;11653.0;0.0;112.2891304347826;Apartamento
Apartamento;Barra da Tijuca;4;3;4;340;4500.0;1979.0;630.0;20.908823529411766;Apartamento
Apartamento;Ipanema;2;1;0;215;7000.0;2400.0;524.0;46.15813953488372;Apartamento
Apartamento;Copacabana;2;0;1;140;6800.0;800.0;0.0;54.285714285714285;Apartamento
Conjunto Comercial/Sala;Centro;0;3;0;424;38241.0;11500.0;0.0;117.31367924528301;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;80;1200.0;2298.0;221.0;46.4875;Apartamento
Loja/Salão;Barra da Tijuca;0;1;0;111;20000.0;1428.0;1303.0;204.78378378378378;Apartamento
Apartamento;Lins de Vasconcelos;2;1;0;50;700.0;297.0;14.0;20.22;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;40;450.0;600.0;87.0;28.425;Apartamento
Apartamento;Rio Comprido;1;1;0;99;1000.0;777.0;68.0;18.636363636363637;Apartamento
Apartamento;Rocha Miranda;3;0;0;65;550.0;295.0;0.0;13.0;Apartamento
Conjunto Comercial/Sala;Copacabana;0;0;0;32;900.0;500.0;95.0;46.71875;Apartamento
Apartamento;Lagoa;4;2;1;250;7300.0;2700.0;800.0;43.2;Apartamento
Apartamento;Barra da Tijuca;2;1;1;83;1600.0;1350.0;0.0;35.54216867469879;Apartamento
Loja/Salão;Méier;0;0;0;200;8500.0;0.0;1600.0;50.5;Apartamento
Apartamento;Centro;1;0;0;56;1900.0;917.0;2004.0;86.08928571428571;Apartamento
Apartamento;Ipanema;3;1;1;150;6300.0;2200.0;495.0;59.96666666666667;Apartamento
Apartamento;Ipanema;3;2;1;126;6000.0;1518.0;590.0;64.34920634920636;Apartamento
Galpão/Depósito/Armazém;Gamboa;0;0;0;365;2500.0;0.0;0.0;6.8493150684931505;Apartamento
Apartamento;Barra da Tijuca;1;2;1;186;3500.0;1400.0;480.0;28.9247311827957;Apartamento
Apartamento;Recreio dos Bandeirantes;3;3;2;115;2850.0;1280.0;238.0;37.982608695652175;Apartamento
Apartamento;Barra da Tijuca;4;2;1;300;8000.0;3200.0;0.0;37.333333333333336;Apartamento
Conjunto Comercial/Sala;Freguesia (Jacarepaguá);0;1;0;21;1000.0;254.0;0.0;59.714285714285715;Apartamento
Apartamento;Leme;3;1;1;185;6200.0;1758.0;677.0;46.67567567567568;Apartamento
Apartamento;Leme;1;0;0;26;1100.0;605.0;26.0;66.57692307692308;Apartamento
Apartamento;Copacabana;3;1;1;130;3200.0;1550.0;187.0;37.97692307692308;Apartamento
Conjunto Comercial/Sala;Curicica;0;1;0;19;380.0;500.0;5500.0;335.7894736842105;Apartamento
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;1;0;37;1500.0;800.0;0.0;62.16216216216216;Apartamento
Flat;Leblon;1;0;0;56;4500.0;1900.0;1500.0;141.07142857142858;Apartamento
Apartamento;Flamengo;3;2;1;185;10000.0;1500.0;360.0;64.10810810810811;Apartamento
Apartamento;São Cristóvão;1;0;0;41;1000.0;130.0;0.0;27.5609756097561;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;200;8000.0;3300.0;1200.0;62.5;Apartamento
Casa;Humaitá;3;0;1;300;11500.0;0.0;0.0;38.333333333333336;Casa
Apartamento;Barra da Tijuca;1;1;1;70;2200.0;1118.0;236.0;50.77142857142857;Apartamento
Apartamento;Braz de Pina;2;1;0;80;1200.0;300.0;0.0;18.75;Apartamento
Quitinete;Copacabana;1;0;0;25;700.0;520.0;0.0;48.8;Apartamento
Apartamento;Engenho de Dentro;3;1;1;60;1600.0;538.0;0.0;35.63333333333333;Apartamento
Conjunto Comercial/Sala;Pilares;0;1;0;22;550.0;445.0;0.0;45.22727272727273;Apartamento
Loja/Salão;Barra da Tijuca;0;20;0;900;80000.0;15000.0;0.0;105.55555555555556;Apartamento
Conjunto Comercial/Sala;Botafogo;0;9;0;444;51138.0;14083.0;2596.0;152.74099099099098;Apartamento
Loja/Salão;Tijuca;0;1;0;62;8200.0;1050.0;656.0;159.7741935483871;Apartamento
Apartamento;Campo Grande;2;1;0;65;450.0;220.0;0.0;10.307692307692308;Apartamento
Apartamento;Flamengo;3;1;1;312;7500.0;3800.0;886.0;39.05769230769231;Apartamento
Apartamento;Leblon;2;1;1;90;9000.0;1278.0;0.0;114.2;Apartamento
Loja/Salão;Copacabana;0;0;0;30;1200.0;740.0;155.0;69.83333333333333;Apartamento
Loja/Salão;Barra da Tijuca;0;2;0;324;25000.0;7513.0;0.0;100.34876543209876;Apartamento
Casa de Vila;Freguesia (Jacarepaguá);1;0;0;30;500.0;0.0;0.0;16.666666666666668;Casa
Loja Shopping/ Ct Comercial;Barra da Tijuca;0;0;0;120;8000.0;1700.0;1200.0;90.83333333333333;Apartamento
Quitinete;Flamengo;1;0;0;34;1600.0;400.0;0.0;58.8235294117647;Apartamento
Apartamento;Copacabana;3;0;0;107;3200.0;600.0;0.0;35.51401869158879;Apartamento
Apartamento;Barra da Tijuca;4;2;2;149;4200.0;1800.0;0.0;40.26845637583892;Apartamento
Galpão/Depósito/Armazém;Bonsucesso;0;0;0;1100;20000.0;0.0;0.0;18.181818181818183;Apartamento
Apartamento;Copacabana;4;2;2;389;11800.0;4133.0;1153.0;43.922879177377894;Apartamento
Apartamento;Freguesia (Jacarepaguá);4;2;1;110;3000.0;950.0;1559.0;50.08181818181818;Apartamento
Casa de Condomínio;Recreio dos Bandeirantes;4;4;3;492;5800.0;1000.0;1100.0;16.056910569105693;Casa
Conjunto Comercial/Sala;Centro;0;0;0;36;500.0;690.0;0.0;33.05555555555556;Apartamento
Apartamento;Pechincha;2;1;1;69;1400.0;360.0;41.0;26.10144927536232;Apartamento
Apartamento;São Conrado;3;2;0;121;3800.0;1440.0;226.0;45.17355371900826;Apartamento
Casa;Bento Ribeiro;1;1;0;60;900.0;0.0;0.0;15.0;Casa
Apartamento;Ipanema;3;2;1;140;5000.0;2500.0;500.0;57.142857142857146;Apartamento
Apartamento;Cordovil;2;0;0;44;1200.0;315.0;0.0;34.43181818181818;Apartamento
Prédio Inteiro;Barra da Tijuca;0;149;0;6049;483942.0;63517.0;27221.0;95.00413291453133;Apartamento
Apartamento;São Conrado;4;2;1;147;9000.0;2180.0;458.0;79.17006802721089;Apartamento
Conjunto Comercial/Sala;Campo Grande;0;0;0;35;600.0;358.0;0.0;27.37142857142857;Apartamento
Apartamento;Copacabana;3;0;1;115;3000.0;1250.0;170.0;38.43478260869565;Apartamento
Flat;Copacabana;1;1;0;65;2100.0;1930.0;154.0;64.36923076923077;Apartamento
Apartamento;Higienópolis;1;0;0;45;700.0;130.0;0.0;18.444444444444443;Apartamento
Apartamento;Leme;4;2;0;175;3700.0;1906.0;381.0;34.21142857142857;Apartamento
Apartamento;Leblon;2;1;0;75;3900.0;1100.0;202.0;69.36;Apartamento
Conjunto Comercial/Sala;Centro;0;18;0;1140;62700.0;22093.0;3420.0;77.37982456140351;Apartamento
Apartamento;Abolição;2;0;0;43;800.0;341.0;14.0;26.86046511627907;Apartamento
Apartamento;Ipanema;1;2;1;80;3800.0;1400.0;0.0;65.0;Apartamento
Apartamento;Barra da Tijuca;1;0;0;30;1800.0;590.0;0.0;79.66666666666667;Apartamento
Apartamento;Laranjeiras;2;1;1;115;3800.0;984.0;136.0;42.78260869565217;Apartamento
Casa de Condomínio;Recreio dos Bandeirantes;5;4;3;450;9800.0;800.0;0.0;23.555555555555557;Casa
Apartamento;Barra da Tijuca;2;1;0;80;1600.0;797.0;110.0;31.3375;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;340;15343.0;7439.0;2013.0;72.92647058823529;Apartamento
Prédio Inteiro;São Conrado;0;0;0;1000;20000.0;1.0;1.0;20.002;Apartamento
Apartamento;Água Santa;2;1;0;50;800.0;310.0;0.0;22.2;Apartamento
Apartamento;Copacabana;1;0;0;45;1500.0;460.0;71.0;45.13333333333333;Apartamento
Apartamento;Pechincha;2;1;0;46;900.0;420.0;19.0;29.108695652173914;Apartamento
Apartamento;Campo Grande;2;1;0;60;750.0;350.0;0.0;18.333333333333332;Apartamento
Loja/Salão;Zumbi;0;0;0;110;2850.0;0.0;24.0;26.12727272727273;Apartamento
Apartamento;Cachambi;2;1;0;64;1700.0;632.0;0.0;36.4375;Apartamento
Apartamento;Glória;2;1;0;55;2200.0;438.0;0.0;47.96363636363636;Apartamento
Apartamento;Recreio dos Bandeirantes;4;3;2;190;3500.0;866.0;397.0;25.068421052631578;Apartamento
Casa;Campo Grande;3;1;2;120;1400.0;0.0;0.0;11.666666666666666;Casa
Apartamento;Estácio;2;1;0;70;1480.0;660.0;12.0;30.742857142857144;Apartamento
Apartamento;Tijuca;2;0;0;60;1900.0;600.0;51.0;42.516666666666666;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;110;1200.0;2138.0;0.0;30.345454545454544;Apartamento
Apartamento;Jardim Botânico;2;2;1;130;4000.0;1732.0;425.0;47.36153846153846;Apartamento
Apartamento;Barra da Tijuca;3;2;1;106;3300.0;1490.0;2960.0;73.11320754716981;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;23;800.0;480.0;84.0;59.30434782608695;Apartamento
Apartamento;Recreio dos Bandeirantes;2;0;0;90;1800.0;640.0;120.0;28.444444444444443;Apartamento
Flat;Barra da Tijuca;2;2;1;144;5572.0;0.0;0.0;38.69444444444444;Apartamento
Apartamento;Leblon;2;1;2;162;8000.0;1136.0;519.0;59.598765432098766;Apartamento
Casa Comercial;Recreio dos Bandeirantes;5;8;4;300;12000.0;0.0;390.0;41.3;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;33;700.0;860.0;150.0;51.81818181818182;Apartamento
Apartamento;Copacabana;3;0;1;113;4000.0;730.0;1258.0;52.991150442477874;Apartamento
Apartamento;Pechincha;2;0;0;48;700.0;305.0;16.0;21.270833333333332;Apartamento
Apartamento;Lagoa;4;2;1;250;6200.0;2324.0;0.0;34.096;Apartamento
Apartamento;Barra da Tijuca;4;4;4;370;8000.0;4200.0;0.0;32.972972972972975;Apartamento
Loja/Salão;Centro;0;0;0;600;18000.0;0.0;0.0;30.0;Apartamento
Apartamento;Ipanema;2;2;2;100;6500.0;2100.0;460.0;90.6;Apartamento
Casa;Recreio dos Bandeirantes;2;3;1;110;3200.0;0.0;300.0;31.818181818181817;Casa
Apartamento;Barra da Tijuca;1;1;1;70;2300.0;1250.0;180.0;53.285714285714285;Apartamento
Apartamento;Andaraí;1;1;0;69;1500.0;496.0;88.0;30.202898550724637;Apartamento
Apartamento;Irajá;3;1;0;56;1200.0;375.0;0.0;28.125;Apartamento
Apartamento;Barra da Tijuca;3;2;1;117;4500.0;990.0;624.0;52.256410256410255;Apartamento
Casa de Condomínio;Recreio dos Bandeirantes;5;3;4;280;10000.0;0.0;0.0;35.714285714285715;Casa
Apartamento;Tijuca;2;0;1;72;1800.0;535.0;0.0;32.43055555555556;Apartamento
Apartamento;Barra da Tijuca;5;3;4;403;20000.0;3690.0;6000.0;73.67245657568238;Apartamento
Conjunto Comercial/Sala;Taquara;0;0;0;42;2000.0;1821.0;56.0;92.30952380952381;Apartamento
Apartamento;Méier;2;1;0;100;1350.0;600.0;114.0;20.64;Apartamento
Apartamento;Freguesia (Jacarepaguá);3;2;1;110;1700.0;800.0;0.0;22.727272727272727;Apartamento
Conjunto Comercial/Sala;Taquara;0;0;0;20;350.0;430.0;0.0;39.0;Apartamento
Apartamento;São Conrado;3;2;1;400;15500.0;1800.0;700.0;45.0;Apartamento
Flat;Ipanema;2;2;2;95;3600.0;2300.0;250.0;64.73684210526316;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;0;0;30;1600.0;1270.0;0.0;95.66666666666667;Apartamento
Conjunto Comercial/Sala;Cidade Nova;0;20;0;2400;168000.0;40800.0;6000.0;89.5;Apartamento
Casa Comercial;Botafogo;4;0;0;216;18000.0;0.0;0.0;83.33333333333333;Apartamento
Loja/Salão;Barra da Tijuca;0;1;0;42;3300.0;545.0;0.0;91.54761904761905;Apartamento
Apartamento;Botafogo;2;0;0;75;1800.0;665.0;90.0;34.06666666666667;Apartamento
Apartamento;Tijuca;5;1;0;220;3200.0;1200.0;254.0;21.154545454545456;Apartamento
Apartamento;Humaitá;2;0;0;90;2400.0;815.0;0.0;35.72222222222222;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;37;500.0;1200.0;153.0;50.08108108108108;Apartamento
Casa;Campo Grande;3;2;1;277;2400.0;0.0;0.0;8.664259927797834;Casa
Apartamento;Leblon;2;3;1;100;3500.0;1350.0;363.0;52.13;Apartamento
Apartamento;Ipanema;3;1;0;120;5800.0;900.0;220.0;57.666666666666664;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;369;11100.0;9033.0;0.0;54.5609756097561;Apartamento
Casa de Condomínio;Barra da Tijuca;4;7;4;650;16000.0;1750.0;850.0;28.615384615384617;Casa
Apartamento;Leblon;3;2;1;340;10000.0;3800.0;1100.0;43.8235294117647;Apartamento
Apartamento;Copacabana;3;1;1;130;5500.0;1300.0;297.0;54.59230769230769;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;32;2500.0;636.0;277.0;106.65625;Apartamento
Apartamento;Barra da Tijuca;2;1;1;83;1500.0;1306.0;201.0;36.2289156626506;Apartamento
Conjunto Comercial/Sala;Ipanema;0;0;0;80;6500.0;1068.0;130.0;96.225;Apartamento
Casa de Condomínio;Taquara;2;1;0;71;1700.0;654.0;0.0;33.15492957746479;Casa
Conjunto Comercial/Sala;Barra da Tijuca;0;0;0;51;1350.0;1334.0;400.0;60.470588235294116;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;30;650.0;531.0;91.0;42.4;Apartamento
Conjunto Comercial/Sala;Pilares;0;1;0;22;700.0;580.0;0.0;58.18181818181818;Apartamento
Loja/Salão;Campo Grande;0;1;0;45;1100.0;0.0;0.0;24.444444444444443;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;360;11000.0;3767.0;1820.0;46.075;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;34;1300.0;943.0;183.0;71.3529411764706;Apartamento
Apartamento;Copacabana;1;0;0;50;1600.0;600.0;0.0;44.0;Apartamento
Apartamento;Tijuca;3;1;1;110;2400.0;800.0;0.0;29.09090909090909;Apartamento
Casa de Condomínio;Barra da Tijuca;4;4;4;700;30000.0;1600.0;1500.0;47.285714285714285;Casa
Apartamento;Jardim Botânico;2;1;1;86;4000.0;1090.0;0.0;59.18604651162791;Apartamento
Casa;Laranjeiras;5;1;2;300;7000.0;180.0;573.0;25.843333333333334;Casa
Apartamento;Freguesia (Jacarepaguá);3;1;1;75;1200.0;640.0;0.0;24.533333333333335;Apartamento
Apartamento;Barra da Tijuca;3;2;1;146;5900.0;2300.0;350.0;58.56164383561644;Apartamento
Apartamento;Campo Grande;3;1;0;70;900.0;370.0;0.0;18.142857142857142;Apartamento
Apartamento;Icaraí;2;1;0;90;1800.0;890.0;209.0;32.21111111111111;Apartamento
Apartamento;Vila Isabel;2;1;1;84;1600.0;540.0;92.0;26.571428571428573;Apartamento
Apartamento;Ipanema;2;1;1;100;5000.0;2814.0;338.0;81.52;Apartamento
Quitinete;Botafogo;1;0;0;25;2000.0;0.0;0.0;80.0;Apartamento
Apartamento;Tijuca;1;0;0;45;1200.0;315.0;21.0;34.13333333333333;Apartamento
Conjunto Comercial/Sala;Flamengo;0;6;0;353;35300.0;9686.0;1832.0;132.62889518413598;Apartamento
Apartamento;Barra da Tijuca;2;1;0;64;2400.0;680.0;210.0;51.40625;Apartamento
Apartamento;Barra da Tijuca;5;3;4;300;7350.0;2000.0;10000.0;64.5;Apartamento
Apartamento;Copacabana;4;1;4;240;9000.0;2500.0;6000.0;72.91666666666667;Apartamento
Apartamento;Copacabana;3;0;2;120;4200.0;1100.0;120.0;45.166666666666664;Apartamento
Apartamento;Jacarepaguá;2;1;1;70;1400.0;640.0;300.0;33.42857142857143;Apartamento
Casa de Condomínio;Barra da Tijuca;4;3;3;600;17000.0;1400.0;1000.0;32.333333333333336;Casa
Apartamento;Barra da Tijuca;2;1;2;80;3000.0;1280.0;0.0;53.5;Apartamento
Loja/Salão;Copacabana;0;0;0;130;15000.0;0.0;750.0;121.15384615384616;Apartamento
Quitinete;Grajaú;1;0;0;41;650.0;267.0;0.0;22.365853658536587;Apartamento
Apartamento;Jardim Botânico;1;0;0;37;2700.0;256.0;108.0;82.8108108108108;Apartamento
Galpão/Depósito/Armazém;Ramos;0;0;0;1150;9000.0;0.0;0.0;7.826086956521739;Apartamento
Apartamento;Lagoa;2;2;1;152;6000.0;1411.0;620.0;52.83552631578947;Apartamento
Apartamento;Freguesia (Jacarepaguá);3;1;0;113;800.0;1530.0;0.0;20.61946902654867;Apartamento
Apartamento;Taquara;2;1;1;54;1200.0;520.0;159.0;34.7962962962963;Apartamento
Apartamento;Ipanema;2;1;0;110;13000.0;1385.0;0.0;130.77272727272728;Apartamento
Apartamento;Rio Comprido;2;1;0;63;1500.0;701.0;0.0;34.93650793650794;Apartamento
Apartamento;Piedade;2;1;1;50;1000.0;310.0;15.0;26.5;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;156;10500.0;1100.0;0.0;74.35897435897436;Apartamento
Apartamento;Tijuca;1;0;0;24;1000.0;400.0;0.0;58.333333333333336;Apartamento
Apartamento;Leblon;4;2;1;184;12000.0;2100.0;700.0;80.43478260869566;Apartamento
Apartamento;Leblon;3;1;1;150;6700.0;1900.0;500.0;60.666666666666664;Apartamento
Flat;Leblon;2;1;1;62;6500.0;2000.0;500.0;145.16129032258064;Apartamento
Casa;Campo Grande;2;0;0;56;850.0;0.0;0.0;15.178571428571429;Casa
Casa;Ipanema;3;0;0;120;5600.0;1500.0;399.0;62.49166666666667;Casa
Apartamento;Copacabana;1;0;0;29;1600.0;520.0;26.0;74.0;Apartamento
Apartamento;Catete;1;0;0;20;1200.0;154.0;0.0;67.7;Apartamento
Apartamento;Copacabana;3;1;1;90;2300.0;1311.0;150.0;41.78888888888889;Apartamento
Apartamento;Estácio;2;1;0;80;1600.0;870.0;15.0;31.0625;Apartamento
Casa de Condomínio;Freguesia (Jacarepaguá);4;5;1;282;3900.0;450.0;250.0;16.31205673758865;Casa
Apartamento;Santa Teresa;2;0;1;76;1300.0;280.0;12.0;20.94736842105263;Apartamento
