Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU;Valor metro quadarado bruto;Tipo Agregado
Conjunto Comercial/Sala;Barra da Tijuca;0;6;0;215;12000.0;7759.0;1869.0;100.5953488372093;Apartamento
Apartamento;Grajaú;2;1;1;110;1800.0;1100.0;150.0;27.727272727272727;Apartamento
Apartamento;Barra da Tijuca;3;2;2;200;9000.0;1700.0;550.0;56.25;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;39;500.0;1300.0;118.0;49.17948717948718;Apartamento
Apartamento;Ipanema;3;1;1;170;5000.0;2300.0;600.0;46.470588235294116;Apartamento
Apartamento;Abolição;2;1;0;65;1300.0;280.0;0.0;24.307692307692307;Apartamento
Apartamento;Freguesia (Jacarepaguá);4;2;3;220;3300.0;1800.0;408.0;25.036363636363635;Apartamento
Apartamento;Copacabana;1;0;0;45;2000.0;396.0;0.0;53.24444444444445;Apartamento
Apartamento;Barra da Tijuca;2;1;1;78;2000.0;850.0;202.0;39.12820512820513;Apartamento
Casa;Quintino Bocaiúva;2;1;0;80;1500.0;0.0;0.0;18.75;Casa
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;35;1200.0;909.0;208.0;66.2;Apartamento
Apartamento;Barra da Tijuca;2;1;1;66;2290.0;917.0;0.0;48.59090909090909;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;40;1300.0;1040.0;0.0;58.5;Apartamento
Casa de Vila;Catete;6;1;1;132;4500.0;200.0;210.0;37.196969696969695;Casa
Apartamento;Botafogo;3;2;1;130;3200.0;1400.0;0.0;35.38461538461539;Apartamento
Casa de Condomínio;Barra da Tijuca;5;3;5;775;25000.0;2134.0;20987.0;62.09161290322581;Casa
Apartamento;Urca;2;0;0;80;2600.0;530.0;84.0;40.175;Apartamento
Apartamento;Flamengo;4;1;1;240;4500.0;1700.0;0.0;25.833333333333332;Apartamento
Apartamento;Copacabana;1;0;0;59;1800.0;600.0;125.0;42.79661016949152;Apartamento
Apartamento;Madureira;2;1;0;70;1000.0;550.0;0.0;22.142857142857142;Apartamento
Apartamento;Pechincha;3;1;1;76;1500.0;700.0;800.0;39.473684210526315;Apartamento
Loja Shopping/ Ct Comercial;Centro;0;0;0;91;20000.0;0.0;1122.0;232.1098901098901;Apartamento
Apartamento;Ipanema;4;1;4;500;24000.0;3100.0;0.0;54.2;Apartamento
Galpão/Depósito/Armazém;Bonsucesso;0;0;0;100;2000.0;200.0;100.0;23.0;Apartamento
Apartamento;Centro;1;0;0;43;1000.0;400.0;18.0;32.97674418604651;Apartamento
Apartamento;Lins de Vasconcelos;1;1;1;98;800.0;913.0;82.0;18.316326530612244;Apartamento
Apartamento;Barra da Tijuca;2;1;1;70;2000.0;950.0;80.0;43.285714285714285;Apartamento
Apartamento;Leme;4;2;1;400;11000.0;3200.0;1365.0;38.9125;Apartamento
Apartamento;Copacabana;3;1;1;100;4500.0;748.0;115.0;53.63;Apartamento
Apartamento;Jardim Botânico;6;2;1;320;13500.0;2800.0;7649.0;74.840625;Apartamento
Apartamento;Ipanema;3;2;1;160;6300.0;2200.0;495.0;56.21875;Apartamento
Prédio Inteiro;Barra da Tijuca;0;4;0;360;15000.0;1700.0;0.0;46.388888888888886;Apartamento
Apartamento;Copacabana;3;1;3;300;7500.0;2290.0;524.0;34.38;Apartamento
Apartamento;Copacabana;3;0;0;110;2700.0;1000.0;20.0;33.81818181818182;Apartamento
Conjunto Comercial/Sala;Leblon;0;1;0;112;23000.0;4000.0;1300.0;252.67857142857142;Apartamento
Apartamento;Flamengo;2;0;0;75;2500.0;577.0;160.0;43.16;Apartamento
Quitinete;Urca;1;0;0;35;1300.0;300.0;0.0;45.714285714285715;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;36;700.0;1182.0;87.0;54.69444444444444;Apartamento
Casa de Condomínio;Barra da Tijuca;4;4;3;256;7900.0;1495.0;700.0;39.43359375;Casa
Casa;Barra da Tijuca;5;2;5;320;16000.0;1000.0;800.0;55.625;Casa
Apartamento;Vila da Penha;2;0;0;52;650.0;440.0;0.0;20.96153846153846;Apartamento
Flat;Copacabana;1;0;0;61;2800.0;1600.0;220.0;75.73770491803279;Apartamento
Apartamento;Botafogo;3;1;1;120;5000.0;880.0;217.0;50.80833333333333;Apartamento
Quitinete;Botafogo;1;0;0;25;1600.0;450.0;30.0;83.2;Apartamento
Apartamento;Leblon;3;2;1;155;11900.0;1006.0;330.0;85.39354838709677;Apartamento
Flat;Ipanema;2;1;0;86;5500.0;2000.0;0.0;87.20930232558139;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;36;0;1200;84100.0;42000.0;0.0;105.08333333333333;Apartamento
Apartamento;Flamengo;3;1;0;100;3300.0;700.0;147.0;41.47;Apartamento
Apartamento;Barra da Tijuca;1;1;0;58;1400.0;1624.0;314.0;57.55172413793103;Apartamento
Loft;Copacabana;1;1;1;46;3000.0;0.0;0.0;65.21739130434783;Apartamento
Apartamento;Leme;2;0;0;87;2600.0;720.0;203.0;40.49425287356322;Apartamento
Apartamento;Copacabana;2;2;1;95;3900.0;1037.0;0.0;51.96842105263158;Apartamento
Quitinete;Centro;0;0;0;20;700.0;250.0;15.0;48.25;Apartamento
Casa de Condomínio;São Conrado;4;2;2;400;9000.0;850.0;450.0;25.75;Casa
Apartamento;Vila da Penha;2;1;0;60;1300.0;300.0;0.0;26.666666666666668;Apartamento
Apartamento;Ipanema;1;0;0;34;1500.0;404.0;28.0;56.8235294117647;Apartamento
Casa de Condomínio;Barra da Tijuca;4;2;1;258;6500.0;1500.0;650.0;33.52713178294574;Casa
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;50;700.0;1520.0;261.0;49.62;Apartamento
Loja/Salão;Praça Seca;0;0;0;60;1500.0;0.0;0.0;25.0;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;0;75;1800.0;950.0;0.0;36.666666666666664;Apartamento
Conjunto Comercial/Sala;Madureira;0;0;0;35;800.0;650.0;0.0;41.42857142857143;Apartamento
Conjunto Comercial/Sala;Del Castilho;0;1;0;29;1000.0;754.0;74.0;63.03448275862069;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;45;1700.0;952.0;168.0;62.666666666666664;Apartamento
Apartamento;Leblon;2;1;1;100;3500.0;1930.0;390.0;58.2;Apartamento
Apartamento;Flamengo;3;2;1;95;3200.0;805.0;0.0;42.1578947368421;Apartamento
Apartamento;Tijuca;3;1;1;140;2800.0;1260.0;0.0;29.0;Apartamento
Conjunto Comercial/Sala;Estácio;0;0;0;31;950.0;410.0;48.0;45.41935483870968;Apartamento
Conjunto Comercial/Sala;Freguesia (Jacarepaguá);0;1;0;27;600.0;546.0;90.0;45.77777777777778;Apartamento
Apartamento;Barra da Tijuca;4;3;2;230;7500.0;4300.0;850.0;55.0;Apartamento
Apartamento;Leme;3;1;0;97;2800.0;1053.0;187.0;41.649484536082475;Apartamento
Apartamento;Flamengo;4;2;4;430;15000.0;4000.0;0.0;44.18604651162791;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;65;1800.0;560.0;0.0;36.30769230769231;Apartamento
Apartamento;Barra da Tijuca;1;1;1;70;2200.0;950.0;120.0;46.714285714285715;Apartamento
Apartamento;Jardim Botânico;4;2;1;150;7000.0;1100.0;390.0;56.6;Apartamento
Apartamento;Copacabana;3;1;2;190;5000.0;2600.0;500.0;42.63157894736842;Apartamento
Apartamento;Ipanema;3;1;1;132;6800.0;1500.0;330.0;65.37878787878788;Apartamento
Casa;Senador Vasconcelos;1;0;0;40;700.0;0.0;0.0;17.5;Casa
Apartamento;Ipanema;4;2;4;370;30000.0;5707.0;1876.0;101.57567567567567;Apartamento
Apartamento;Ilha do Governador;2;1;0;140;1450.0;250.0;12.0;12.228571428571428;Apartamento
Apartamento;Leme;2;0;0;75;2700.0;878.0;0.0;47.70666666666666;Apartamento
Galpão/Depósito/Armazém;Maracanã;0;70;0;1400;30000.0;0.0;0.0;21.428571428571427;Apartamento
Apartamento;Ipanema;2;1;0;75;3600.0;800.0;0.0;58.666666666666664;Apartamento
Apartamento;Leblon;3;1;1;116;6800.0;1471.0;390.0;74.66379310344827;Apartamento
Conjunto Comercial/Sala;Copacabana;0;0;0;27;1000.0;748.0;0.0;64.74074074074075;Apartamento
Galpão/Depósito/Armazém;São Cristóvão;0;0;0;2272;39900.0;0.0;4606.0;19.588908450704224;Apartamento
Apartamento;Flamengo;1;0;0;77;1700.0;811.0;98.0;33.883116883116884;Apartamento
Apartamento;Barra da Tijuca;1;1;1;84;4000.0;1950.0;380.0;75.35714285714286;Apartamento
Casa de Condomínio;Vargem Pequena;2;1;2;90;1800.0;0.0;0.0;20.0;Casa
Apartamento;Leblon;3;1;2;129;10000.0;1266.0;284.0;89.53488372093024;Apartamento
Apartamento;Botafogo;3;1;1;102;5100.0;1310.0;271.0;65.5;Apartamento
Apartamento;Leblon;3;2;1;180;5000.0;3900.0;485.0;52.138888888888886;Apartamento
Apartamento;Irajá;2;1;0;55;1300.0;350.0;0.0;30.0;Apartamento
Apartamento;São Cristóvão;2;1;1;56;1400.0;512.0;50.0;35.035714285714285;Apartamento
Quitinete;Catete;0;0;0;22;1000.0;399.0;0.0;63.59090909090909;Apartamento
Conjunto Comercial/Sala;Taquara;0;1;0;21;700.0;372.0;0.0;51.04761904761905;Apartamento
Apartamento;Gávea;4;4;4;600;6950.0;5663.0;1639.0;23.753333333333334;Apartamento
Apartamento;Catete;1;1;0;35;2500.0;520.0;25.0;87.0;Apartamento
Apartamento;Urca;3;1;0;110;5500.0;1452.0;363.0;66.5;Apartamento
Apartamento;Barra da Tijuca;4;2;1;125;3700.0;1350.0;520.0;44.56;Apartamento
Apartamento;Leblon;4;2;4;160;9500.0;2710.0;1154.0;83.525;Apartamento
Apartamento;Laranjeiras;2;1;0;80;2300.0;719.0;93.0;38.9;Apartamento
Apartamento;Recreio dos Bandeirantes;4;3;2;181;3200.0;1265.0;407.0;26.917127071823206;Apartamento
Apartamento;Barra da Tijuca;2;1;1;85;2500.0;1078.0;169.0;44.082352941176474;Apartamento
Galpão/Depósito/Armazém;Anil;0;3;0;493;19000.0;2600.0;460.0;44.74645030425963;Apartamento
Apartamento;Barra da Tijuca;2;1;1;65;2059.0;1000.0;0.0;47.06153846153846;Apartamento
Casa;Campo Grande;2;1;1;70;850.0;0.0;0.0;12.142857142857142;Casa
Conjunto Comercial/Sala;Del Castilho;0;1;0;27;600.0;534.0;45.0;43.666666666666664;Apartamento
Casa;Campo Grande;3;1;0;80;1300.0;0.0;0.0;16.25;Casa
Apartamento;Barra da Tijuca;3;2;1;150;12000.0;2600.0;7000.0;144.0;Apartamento
Loja/Salão;Centro;0;0;0;2031;150000.0;0.0;0.0;73.85524372230428;Apartamento
Conjunto Comercial/Sala;Leblon;0;0;0;70;6000.0;720.0;250.0;99.57142857142857;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;27;800.0;810.0;0.0;59.629629629629626;Apartamento
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;1;0;31;1500.0;539.0;0.0;65.7741935483871;Apartamento
Apartamento;Recreio dos Bandeirantes;2;3;1;90;2500.0;877.0;465.0;42.68888888888889;Apartamento
Apartamento;Ilha do Governador;3;2;1;120;2700.0;515.0;123.0;27.816666666666666;Apartamento
Casa de Vila;Riachuelo;2;0;0;100;1500.0;150.0;50.0;17.0;Casa
Apartamento;Copacabana;2;0;0;60;2300.0;525.0;26.0;47.516666666666666;Apartamento
Conjunto Comercial/Sala;Copacabana;0;0;0;30;700.0;541.0;101.0;44.733333333333334;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;89;1700.0;908.0;160.0;31.10112359550562;Apartamento
Apartamento;Barra da Tijuca;4;4;2;247;15000.0;2700.0;11000.0;116.19433198380567;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;679;35000.0;1100.0;0.0;53.166421207658324;Apartamento
Apartamento;Ipanema;3;1;1;150;5500.0;2300.0;600.0;56.0;Apartamento
Apartamento;Praça Seca;2;1;0;48;650.0;277.0;13.0;19.583333333333332;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;1;0;60;1400.0;70.0;600.0;34.5;Apartamento
Apartamento;Copacabana;3;1;1;100;3000.0;761.0;95.0;38.56;Apartamento
Apartamento;Barra da Tijuca;3;3;3;230;8000.0;3900.0;6518.0;80.07826086956521;Apartamento
Apartamento;Jacarepaguá;2;1;1;66;1400.0;350.0;0.0;26.515151515151516;Apartamento
Loja Shopping/ Ct Comercial;Barra da Tijuca;0;2;0;32;2500.0;1754.0;710.0;155.125;Apartamento
Apartamento;Recreio dos Bandeirantes;3;1;1;81;2600.0;600.0;145.0;41.2962962962963;Apartamento
Apartamento;Anil;2;1;0;49;950.0;490.0;14.0;29.6734693877551;Apartamento
Apartamento;Méier;2;1;0;60;970.0;600.0;35.0;26.75;Apartamento
Apartamento;Copacabana;1;0;0;35;1700.0;335.0;0.0;58.142857142857146;Apartamento
Apartamento;Tijuca;3;1;0;77;2100.0;762.0;91.0;38.35064935064935;Apartamento
Galpão/Depósito/Armazém;Bangu;0;0;0;1000;25000.0;0.0;0.0;25.0;Apartamento
Apartamento;Maria da Graça;2;0;0;60;900.0;300.0;0.0;20.0;Apartamento
Apartamento;Barra da Tijuca;4;3;3;179;8000.0;2000.0;4464.0;80.80446927374301;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;577;28845.0;12115.0;1790.0;74.09012131715771;Apartamento
Apartamento;Catete;2;1;0;71;2200.0;725.0;109.0;42.732394366197184;Apartamento
Loja/Salão;Leme;0;0;0;2;200.0;0.0;0.0;100.0;Apartamento
Apartamento;Leblon;4;2;2;180;11000.0;2850.0;0.0;76.94444444444444;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;0;0;26;2000.0;1100.0;155.0;125.1923076923077;Apartamento
Apartamento;Leblon;2;1;0;76;4200.0;1100.0;200.0;72.36842105263158;Apartamento
Apartamento;Centro;1;0;0;35;1350.0;460.0;0.0;51.714285714285715;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;70;1300.0;1200.0;220.0;38.857142857142854;Apartamento
Apartamento;Copacabana;2;0;0;64;2000.0;880.0;153.0;47.390625;Apartamento
Conjunto Comercial/Sala;Freguesia (Jacarepaguá);0;1;0;23;700.0;320.0;56.0;46.78260869565217;Apartamento
Casa;Jardim Botânico;4;3;3;500;18500.0;0.0;993.0;38.986;Casa
Apartamento;Copacabana;4;1;0;200;4000.0;2000.0;2058.0;40.29;Apartamento
Conjunto Comercial/Sala;Glória;0;1;0;33;900.0;460.0;85.0;43.78787878787879;Apartamento
Apartamento;Barra da Tijuca;4;3;3;225;12500.0;5840.0;12000.0;134.84444444444443;Apartamento
Apartamento;Anil;2;1;0;50;850.0;450.0;0.0;26.0;Apartamento
Apartamento;Flamengo;1;0;0;44;1800.0;486.0;57.0;53.25;Apartamento
Apartamento;Flamengo;4;1;1;290;8960.0;1800.0;700.0;39.51724137931034;Apartamento
Apartamento;Botafogo;2;1;1;65;4900.0;1500.0;250.0;102.3076923076923;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;703;52725.0;15030.0;2544.0;99.99857752489332;Apartamento
Apartamento;Glória;1;0;0;42;1500.0;450.0;50.0;47.61904761904762;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;3;86;2500.0;1250.0;3197.0;80.77906976744185;Apartamento
Apartamento;Tijuca;3;0;0;61;1800.0;467.0;62.0;38.18032786885246;Apartamento
Apartamento;Tijuca;3;0;0;110;1500.0;680.0;85.0;20.59090909090909;Apartamento
Apartamento;Flamengo;1;0;0;42;1650.0;610.0;0.0;53.80952380952381;Apartamento
Apartamento;Botafogo;1;1;0;90;3600.0;1030.0;350.0;55.333333333333336;Apartamento
Loja/Salão;Centro;0;0;0;70;4000.0;0.0;0.0;57.142857142857146;Apartamento
Apartamento;Barra da Tijuca;2;1;1;70;1700.0;1100.0;0.0;40.0;Apartamento
Loja/Salão;Catete;0;0;0;60;8000.0;730.0;320.0;150.83333333333334;Apartamento
Galpão/Depósito/Armazém;Bonsucesso;0;0;0;1500;20000.0;0.0;770.0;13.846666666666666;Apartamento
Prédio Inteiro;Laranjeiras;27;6;0;671;12000.0;0.0;0.0;17.883755588673623;Apartamento
Conjunto Comercial/Sala;Botafogo;0;3;0;240;18000.0;9383.0;1642.0;120.9375;Apartamento
Apartamento;Irajá;2;0;0;43;1000.0;120.0;0.0;26.046511627906977;Apartamento
Apartamento;Copacabana;2;1;1;93;3000.0;867.0;246.0;44.225806451612904;Apartamento
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;1;0;24;999.0;430.0;120.0;64.54166666666667;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;135;3200.0;875.0;380.0;33.0;Apartamento
Galpão/Depósito/Armazém;Santo Cristo;0;0;0;1200;23000.0;0.0;0.0;19.166666666666668;Apartamento
Apartamento;Campo Grande;2;1;0;50;750.0;75.0;0.0;16.5;Apartamento
Quitinete;Catete;1;0;0;24;1200.0;450.0;24.0;69.75;Apartamento
Quitinete;Copacabana;1;0;0;25;1000.0;490.0;56.0;61.84;Apartamento
Apartamento;Barra da Tijuca;3;2;0;105;3300.0;1176.0;292.0;45.40952380952381;Apartamento
Apartamento;Ipanema;3;2;1;163;7000.0;3400.0;620.0;67.60736196319019;Apartamento
Apartamento;Flamengo;2;1;0;90;3000.0;750.0;200.0;43.888888888888886;Apartamento
Apartamento;Ipanema;2;1;2;85;4500.0;1300.0;161.0;70.12941176470588;Apartamento
Apartamento;Flamengo;4;2;1;125;8500.0;1400.0;317.0;81.736;Apartamento
Apartamento;Jardim Guanabara;3;2;1;200;1950.0;560.0;195.0;13.525;Apartamento
Apartamento;Ipanema;4;2;1;257;8000.0;2800.0;680.0;44.6692607003891;Apartamento
Apartamento;Leme;2;0;0;77;3000.0;630.0;1293.0;63.935064935064936;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;321;17655.0;5950.0;1774.0;79.06230529595015;Apartamento
Apartamento;Flamengo;2;0;0;68;1960.0;720.0;100.0;40.88235294117647;Apartamento
Sítio;Vargem Pequena;3;10;1;28120;20000.0;0.0;700.0;0.7361308677098151;Apartamento
Apartamento;Botafogo;2;0;0;62;2200.0;779.0;120.0;49.983870967741936;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;36;1500.0;725.0;136.0;65.58333333333333;Apartamento
Loja/Salão;Centro;0;0;0;433;25000.0;2000.0;2400.0;67.89838337182448;Apartamento
Conjunto Comercial/Sala;Centro;0;6;0;1299;103929.0;19486.0;3897.0;98.00769822940724;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;115;4000.0;4121.0;551.0;75.40869565217392;Apartamento
Apartamento;Flamengo;1;1;0;50;2500.0;490.0;26.0;60.32;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;38;700.0;450.0;200.0;35.526315789473685;Apartamento
Conjunto Comercial/Sala;Copacabana;0;0;0;40;1100.0;430.0;0.0;38.25;Apartamento
Loja Shopping/ Ct Comercial;Vicente de Carvalho;0;0;0;35;1900.0;0.0;0.0;54.285714285714285;Apartamento
Apartamento;Ipanema;4;2;1;200;9500.0;3600.0;1502.0;73.01;Apartamento
Apartamento;Lagoa;2;1;1;70;2600.0;1554.0;233.0;62.67142857142857;Apartamento
Apartamento;Copacabana;2;1;0;80;2800.0;850.0;120.0;47.125;Apartamento
Conjunto Comercial/Sala;Centro;0;18;0;3722;100494.0;10.0;0.0;27.002686727565823;Apartamento
Apartamento;Recreio dos Bandeirantes;5;4;5;360;8000.0;750.0;9700.0;51.25;Apartamento
Apartamento;Glória;2;0;0;90;2100.0;800.0;131.0;33.67777777777778;Apartamento
Conjunto Comercial/Sala;Centro;0;38;0;5902;354120.0;133680.0;13928.0;85.00982717722806;Apartamento
Casa de Vila;Quintino Bocaiúva;2;1;0;60;1100.0;0.0;0.0;18.333333333333332;Casa
Apartamento;Copacabana;2;0;1;86;3800.0;600.0;1820.0;72.32558139534883;Apartamento
Apartamento;Tijuca;2;1;0;75;2300.0;500.0;0.0;37.333333333333336;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;0;0;23;600.0;365.0;116.0;47.0;Apartamento
Conjunto Comercial/Sala;Ipanema;0;1;0;90;8000.0;1750.0;653.0;115.58888888888889;Apartamento
Loja/Salão;Freguesia (Jacarepaguá);0;1;0;70;3300.0;1464.0;260.0;71.77142857142857;Apartamento
Apartamento;Botafogo;2;0;1;82;2600.0;830.0;0.0;41.829268292682926;Apartamento
Apartamento;Jacarepaguá;2;1;1;70;1500.0;480.0;64.0;29.2;Apartamento
Quitinete;Copacabana;0;0;0;20;700.0;710.0;80.0;74.5;Apartamento
Apartamento;Laranjeiras;3;0;0;108;2600.0;900.0;0.0;32.407407407407405;Apartamento
Loja/Salão;Botafogo;0;0;0;255;5000.0;0.0;1070.0;23.80392156862745;Apartamento
Loja/Salão;Benfica;0;0;0;56;2600.0;760.0;0.0;60.0;Apartamento
Quitinete;Copacabana;1;0;0;35;2400.0;500.0;250.0;90.0;Apartamento
Apartamento;Glória;1;0;0;43;1500.0;510.0;48.0;47.86046511627907;Apartamento
Apartamento;Taquara;2;1;0;60;900.0;348.0;14.0;21.033333333333335;Apartamento
Apartamento;São Conrado;4;2;1;150;4800.0;1790.0;380.0;46.46666666666667;Apartamento
Apartamento;Campo Grande;2;0;1;75;1000.0;350.0;0.0;18.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;293;14656.0;4530.0;1052.0;69.0716723549488;Apartamento
Loja Shopping/ Ct Comercial;Centro;0;0;0;179;5500.0;2960.0;560.0;50.391061452513966;Apartamento
Casa de Condomínio;Barra da Tijuca;4;3;3;260;7900.0;1495.0;700.0;38.82692307692308;Casa
Apartamento;Barra da Tijuca;4;3;4;234;11500.0;3294.0;544.0;65.54700854700855;Apartamento
Conjunto Comercial/Sala;Centro;0;3;0;135;12800.0;2750.0;784.0;120.99259259259259;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;28;990.0;803.0;338.0;76.10714285714286;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;300;3509.0;1000.0;470.0;16.596666666666668;Apartamento
Quitinete;Flamengo;1;0;0;23;1100.0;348.0;30.0;64.26086956521739;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;320;10000.0;3900.0;1078.0;46.80625;Apartamento
Apartamento;Méier;1;1;0;40;900.0;657.0;0.0;38.925;Apartamento
Loja Shopping/ Ct Comercial;Barra da Tijuca;0;1;0;100;6500.0;1300.0;0.0;78.0;Apartamento
Apartamento;Barra da Tijuca;3;2;1;140;4500.0;1587.0;0.0;43.47857142857143;Apartamento
Apartamento;Taquara;3;1;2;90;2500.0;590.0;0.0;34.333333333333336;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;37;1190.0;940.0;0.0;57.567567567567565;Apartamento
Loja/Salão;Méier;0;1;0;46;2000.0;0.0;223.0;48.32608695652174;Apartamento
Apartamento;Barra da Tijuca;1;1;0;74;1600.0;1067.0;0.0;36.04054054054054;Apartamento
Apartamento;Barra da Tijuca;4;2;1;160;3500.0;1175.0;6150.0;67.65625;Apartamento
Apartamento;Copacabana;3;1;1;156;3900.0;800.0;0.0;30.128205128205128;Apartamento
Casa;Jardim Botânico;5;4;4;2252;35000.0;0.0;1794.0;16.338365896980463;Casa
Apartamento;Tijuca;2;0;0;65;1500.0;500.0;0.0;30.76923076923077;Apartamento
Casa Comercial;Botafogo;0;0;0;212;4800.0;0.0;403.0;24.54245283018868;Apartamento
Conjunto Comercial/Sala;Campo Grande;0;1;0;28;500.0;350.0;0.0;30.357142857142858;Apartamento
Quitinete;Copacabana;0;0;0;42;1000.0;495.0;25.0;36.19047619047619;Apartamento
Casa de Condomínio;Barra da Tijuca;5;4;4;628;11000.0;1700.0;2200.0;23.726114649681527;Casa
Apartamento;Barra da Tijuca;3;2;2;160;8000.0;2900.0;605.0;71.90625;Apartamento
Prédio Inteiro;Bonsucesso;0;0;0;450;12000.0;0.0;591.0;27.98;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;6;0;350;13000.0;7080.0;2526.0;64.58857142857143;Apartamento
Conjunto Comercial/Sala;Freguesia (Jacarepaguá);0;1;0;26;300.0;564.0;56.0;35.38461538461539;Apartamento
Apartamento;Copacabana;1;0;0;40;2000.0;510.0;0.0;62.75;Apartamento
Casa de Condomínio;Barra da Tijuca;4;6;4;500;25000.0;1586.0;1298.0;55.768;Casa
Conjunto Comercial/Sala;Cinelândia;0;0;0;600;22000.0;6000.0;0.0;46.666666666666664;Apartamento
Apartamento;Barra da Tijuca;2;1;1;70;2400.0;970.0;77.0;49.24285714285714;Apartamento
Apartamento;Copacabana;2;0;0;84;2800.0;682.0;115.0;42.82142857142857;Apartamento
Apartamento;Barra da Tijuca;5;4;5;1147;24000.0;5600.0;1800.0;27.375762859633827;Apartamento
Galpão/Depósito/Armazém;Campo Grande;0;0;0;1800;13000.0;0.0;0.0;7.222222222222222;Apartamento
Apartamento;Barra da Tijuca;4;3;4;352;12000.0;4182.0;1636.0;50.61931818181818;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;414;16000.0;7000.0;1494.0;59.16425120772947;Apartamento
Apartamento;Lagoa;3;2;1;100;3100.0;1283.0;0.0;43.83;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;126;2200.0;1150.0;230.0;28.41269841269841;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;85;1800.0;1200.0;0.0;35.294117647058826;Apartamento
Apartamento;Barra da Tijuca;3;2;1;200;5000.0;1900.0;230.0;35.65;Apartamento
Apartamento;Tijuca;1;1;0;65;1700.0;501.0;0.0;33.86153846153846;Apartamento
Apartamento;Leblon;3;1;1;155;7000.0;2600.0;500.0;65.16129032258064;Apartamento
Apartamento;São Conrado;4;3;2;400;19000.0;10000.0;2400.0;78.5;Apartamento
Apartamento;Jardim Sulacap;2;2;0;60;1500.0;455.0;0.0;32.583333333333336;Apartamento
Apartamento;Taquara;2;1;0;52;850.0;528.0;14.0;26.76923076923077;Apartamento
Prédio Inteiro;Centro;0;0;0;860;10000.0;0.0;0.0;11.627906976744185;Apartamento
Galpão/Depósito/Armazém;Pavuna;0;12;0;4650;93900.0;1860.0;5120.0;21.69462365591398;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;2;0;72;2800.0;2546.0;556.0;81.97222222222223;Apartamento
Apartamento;Barra da Tijuca;2;1;1;70;3500.0;1200.0;275.0;71.07142857142857;Apartamento
Apartamento;Barra da Tijuca;2;1;1;74;2800.0;1260.0;216.0;57.78378378378378;Apartamento
Conjunto Comercial/Sala;Copacabana;0;0;0;22;800.0;580.0;0.0;62.72727272727273;Apartamento
Apartamento;Jacarepaguá;2;1;0;55;1300.0;480.0;0.0;32.36363636363637;Apartamento
Apartamento;Leblon;3;2;1;170;12000.0;2800.0;490.0;89.94117647058823;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;31;1000.0;743.0;56.0;58.03225806451613;Apartamento
Loja/Salão;Taquara;0;0;0;620;6600.0;0.0;1362.0;12.841935483870968;Apartamento
Apartamento;Recreio dos Bandeirantes;3;0;1;90;1900.0;590.0;2321.0;53.455555555555556;Apartamento
Apartamento;Barra da Tijuca;2;1;1;93;2600.0;800.0;225.0;38.97849462365591;Apartamento
Conjunto Comercial/Sala;Cidade Nova;0;12;0;1849;120185.0;41879.0;4363.0;90.00919415900486;Apartamento
Apartamento;Copacabana;2;1;0;74;2950.0;1150.0;137.0;57.25675675675676;Apartamento
